codigo,descricao
Y14.7,"Envenenamento (intoxicação) Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas e as Não Especificadas, Intenção Não Determinada"
Y14.8,"Envenenamento (intoxicação) Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas e as Não Especificadas, Intenção Não Determinada"
Y14.9,"Envenenamento (intoxicação) Por e Exposição a Outras Drogas, Medicamentos e Substâncias Biológicas e as Não Especificadas, Intenção Não Determinada"
Y15,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.0,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.1,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.2,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.3,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.4,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.5,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.6,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.7,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.8,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y15.9,"Envenenamento (intoxicação) Por e Exposição ao Álcool, Intenção Não Determinada"
Y16,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.0,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.1,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.2,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.3,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.4,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.5,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.6,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.7,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.8,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y16.9,"Envenenamento (intoxicação) Por e Exposição a Solventes Orgânicos e Hidrocarbonetos Halogenados e Seus Vapores, Intenção Não Determinada"
Y17,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.0,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.1,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.2,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.3,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.4,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.5,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.6,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.7,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.8,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y17.9,"Envenenamento (intoxicação) Por e Exposição a Outros Gases e Vapores, Intenção Não Determinada"
Y18,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.0,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.1,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.2,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.3,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.4,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.5,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.6,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.7,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.8,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y18.9,"Envenenamento (intoxicação) Por e Exposição a Pesticidas, Intenção Não Determinada"
Y19,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.0,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.1,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.2,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.3,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.4,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.5,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.6,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.7,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.8,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y19.9,"Envenenamento (intoxicação) Por e Exposição a Outros Produtos Químicos e Substâncias Nocivas e Aos Não Especificados, Intenção Não Determinada"
Y20,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.0,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.1,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.2,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.3,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.4,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.5,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.6,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.7,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.8,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y20.9,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada"
Y21,"Afogamento e Submersão, Intenção Não Determinada"
Y21.0,"Afogamento e Submersão, Intenção Não Determinada"
Y21.1,"Afogamento e Submersão, Intenção Não Determinada"
Y21.2,"Afogamento e Submersão, Intenção Não Determinada"
Y21.3,"Afogamento e Submersão, Intenção Não Determinada"
Y21.4,"Afogamento e Submersão, Intenção Não Determinada"
Y21.5,"Afogamento e Submersão, Intenção Não Determinada"
Y21.6,"Afogamento e Submersão, Intenção Não Determinada"
Y21.7,"Afogamento e Submersão, Intenção Não Determinada"
Y21.8,"Afogamento e Submersão, Intenção Não Determinada"
Y21.9,"Afogamento e Submersão, Intenção Não Determinada"
Y22,"Disparo de Pistola, Intenção Não Determinada"
Y22.0,"Disparo de Pistola, Intenção Não Determinada"
Y22.1,"Disparo de Pistola, Intenção Não Determinada"
Y22.2,"Disparo de Pistola, Intenção Não Determinada"
Y22.3,"Disparo de Pistola, Intenção Não Determinada"
Y22.4,"Disparo de Pistola, Intenção Não Determinada"
Y22.5,"Disparo de Pistola, Intenção Não Determinada"
Y22.6,"Disparo de Pistola, Intenção Não Determinada"
Y22.7,"Disparo de Pistola, Intenção Não Determinada"
Y22.8,"Disparo de Pistola, Intenção Não Determinada"
Y22.9,"Disparo de Pistola, Intenção Não Determinada"
Y23,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.0,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.1,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.2,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.3,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.4,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.5,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.6,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.7,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.8,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y23.9,"Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada"
Y24,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.0,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.1,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.2,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.3,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.4,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.5,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.6,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.7,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.8,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y24.9,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada"
Y25,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.0,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.1,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.2,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.3,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.4,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.5,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.6,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.7,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.8,"Contato Com Material Explosivo, Intenção Não Determinada"
Y25.9,"Contato Com Material Explosivo, Intenção Não Determinada"
Y26,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.0,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.1,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.2,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.3,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.4,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.5,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.6,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.7,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.8,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y26.9,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada"
Y27,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.0,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.1,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.2,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.3,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.4,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.5,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.6,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.7,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.8,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y27.9,"Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada"
Y28,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.0,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.1,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.2,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.3,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.4,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.5,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.6,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.7,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.8,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y28.9,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada"
Y29,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.0,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.1,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.2,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.3,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.4,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.5,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.6,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.7,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.8,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y29.9,"Contato Com Objeto Contundente, Intenção Não Determinada"
Y30,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.0,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.1,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.2,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.3,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.4,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.5,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.6,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.7,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.8,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y30.9,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada"
Y31,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.0,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.1,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.2,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.3,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.4,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.5,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.6,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.7,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.8,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y31.9,"Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada"
Y32,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.0,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.1,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.2,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.3,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.4,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.5,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.6,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.7,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.8,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y32.9,"Impacto de um Veículo a Motor, Intenção Não Determinada"
Y33,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.0,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.1,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.2,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.3,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.4,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.5,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.6,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.7,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.8,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y33.9,"Outros Fatos ou Eventos Especificados, Intenção Não Determinada"
Y34,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.0,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.1,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.2,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.3,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.4,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.5,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.6,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.7,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.8,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y34.9,Fatos ou Eventos Não Especificados e Intenção Não Determinada
Y35,Intervenção Legal
Y35.0,Intervenção Legal Envolvendo o Uso de Armas de Fogo
Y35.1,Intervenção Legal Envolvendo o Uso de Explosivos
Y35.2,Intervenção Legal Envolvendo o Uso de Gás
Y35.3,Intervenção Legal Envolvendo o Uso de Objetos Contundentes
Y35.4,Intervenção Legal Envolvendo o Uso de Objetos Cortantes e Penetrantes
Y35.5,Execução Legal
Y35.6,Intervenção Legal Envolvendo o Uso de Outros Meios Especificados
Y35.7,"Intervenção Legal, Meio Não Especificado"
Y36,Operações de Guerra
Y36.0,Operações de Guerra Envolvendo Explosão de Armamento Naval
Y36.1,Operações de Guerra Envolvendo Destruição de Aeronave
Y36.2,Operações de Guerra Envolvendo Outras Explosões ou Fragmentos
Y36.3,"Operações de Guerra Envolvendo Incêndio, Fogo e Substâncias Quentes"
Y36.4,Operações de Guerra Envolvendo Disparo de Armas de Fogo e de Outras Formas Convencionais de Combate
Y36.5,Operações de Guerra Envolvendo Armamento Nuclear
Y36.6,Operações de Guerra Envolvendo Armas Biológicas
Y36.7,Operações de Guerra Envolvendo Armas Químicas e Outros Meios de Combate Não-convencionais
Y36.8,Operações de Guerra Ocorridas Após a Cessação Das Hostilidades
Y36.9,Operações de Guerra Não Especificadas
Y40,Efeitos Adversos de Antibióticos Sistêmicos
Y40.0,Efeitos Adversos de Penicilinas
Y40.1,Efeitos Adversos de Cefalosporinas e Outras Betalactaminas
Y40.2,Efeitos Adversos do Grupo do Cloranfenicol
Y40.3,Efeitos Adversos de Macrolídeos
Y40.4,Efeitos Adversos de Tetraciclinas
Y40.5,Efeitos Adversos de Aminoglicosídeos
Y40.6,Efeitos Adversos de Rifamicinas
Y40.7,Efeitos Adversos de Antibióticos Antifúngicos Administrados Por Via Sistêmica
Y40.8,Efeitos Adversos de Outros Antibióticos Administrados Por Via Sistêmica
Y40.9,"Efeitos Adversos de Antibiótico Sistêmico, Não Especificado"
Y41,Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Sistêmicos
Y41.0,Efeitos Adversos de Sulfonamidas
Y41.1,Efeitos Adversos de Drogas Antimicobacterianas
Y41.2,Efeitos Adversos de Antimaláricos e Drogas Que Atuam Sobre Outros Protozoários Parasitas do Sangue
Y41.3,Efeitos Adversos de Outras Drogas Antiprotozoárias
Y41.4,Efeitos Adversos de Anti-helmínticos
Y41.5,Efeitos Adversos de Drogas Antivirais
Y41.8,Efeitos Adversos de Outros Antiinfecciosos e Antiparasitários Especificados
Y41.9,Efeitos Adversos de Antiinfecciosos e Antiparasitários Sistêmicos Não Especificados
Y42,"Efeitos Adversos de Hormônios e Seus Substitutos Sintéticos e Antagonistas, Não Classificados em Outra Parte"
Y42.0,Efeitos Adversos de Glicocorticóides e Análogos Sintéticos
Y42.1,Efeitos Adversos de Hormônios e Substitutos da Tireóide
Y42.2,Efeitos Adversos de Drogas Antitireoidianas
Y42.3,Efeitos Adversos de Insulina e Hipoglicêmicos Orais (antidiabéticos)
Y42.4,Efeitos Adversos de Anticoncepcionais (contraceptivos) Orais
Y42.5,Efeitos Adversos de Outros Estrógenos e Progestágenos
Y42.6,"Efeitos Adversos de Antigonadotrofinas, Antiestrógenos e Antiandrógenos, Não Classificados em Outra Parte"
Y42.7,Efeitos Adversos de Andrógenos e Anabolizantes Congêneres
Y42.8,Efeitos Adversos de Outros Hormônios e os Não Especificados e Seus Substitutos Sintéticos
Y42.9,Efeitos Adversos de Outros Antagonistas Hormonais e os Não Especificados
Y43,Efeitos Adversos de Substâncias de Ação Primariamente Sistêmica
Y43.0,Efeitos Adversos de Drogas Antialérgicas e Antieméticas
Y43.1,Efeitos Adversos de Antimetabólicos Antineoplásicos
Y43.2,Efeitos Adversos de Produtos Naturais Antineoplásicos
Y43.3,Efeitos Adversos de Outras Drogas Antineoplásicas
Y43.4,Efeitos Adversos de Agentes Imunossupressores
Y43.5,Efeitos Adversos de Acidificantes e Alcalinizantes
Y43.6,"Efeitos Adversos de Enzimas, Não Classificadas em Outra Parte"
Y43.8,"Efeitos Adversos de Outras Substâncias Farmacológicas de Ação Primariamente Sistêmica, Não Classificadas em Outra Parte"
Y43.9,"Efeitos Adversos de Substância Farmacológica de Ação Sistêmica, Não Especificada"
Y44,Efeitos Adversos de Substâncias Farmacológicas Que Atuam Primariamente Sobre os Constituintes do Sangue
Y44.0,Efeitos Adversos de Preparações a Base de Ferro e Outros Preparações Prescritas na Anemia Hipocrômica
Y44.1,"Efeitos Adversos da Vitamina B12, Ácido Fólico e Outros Preparações Prescritas Nas Anemias Megaloblásticas"
Y44.2,Efeitos Adversos de Anticoagulantes
Y44.3,"Efeitos Adversos de Antagonistas de Anticoagulantes, Vitamina K e Outros Coagulantes"
Y44.4,Efeitos Adversos de Drogas Antitrombóticas (inibidores da Agregação de Plaquetas)
Y44.5,Efeitos Adversos de Trombolíticos
Y44.6,Efeitos Adversos do Sangue Natural e Produtos do Sangue
Y44.7,Efeitos Adversos de Substitutos do Plasma
Y44.9,Efeitos Adversos de Outras Substâncias Farmacológicas Que Atuam Sobre os Constituintes do Sangue e as Não Especificadas
Y45,"Efeitos Adversos de Substâncias Analgésicas, Antipiréticas e Antiinflamatórias"
Y45.0,Efeitos Adversos de Opiáceos e Analgésicos Correlatos
Y45.1,Efeitos Adversos de Salicilatos
Y45.2,Efeitos Adversos de Derivados do Ácido Propiônico
Y45.3,Efeitos Adversos de Outras Drogas Antiinflamatórias Não-esteróides
Y45.4,Efeitos Adversos de Anti-reumáticos
Y45.5,Efeitos Adversos de Derivados do 4-aminofenol
Y45.8,Efeitos Adversos de Outros Analgésicos e Antipiréticos
Y45.9,Efeitos Adversos de Substâncias Analgésicas e Antipiréticas Não Especificadas
Y46,Efeitos Adversos de Drogas Anticonvulsivantes (antiepilépticas) e Antiparkinsonianas
Y46.0,Efeitos Adversos de Succimidas
Y46.1,Efeitos Adversos de Oxazolidínas
Y46.2,Efeitos Adversos de Derivados da Hidantoína
Y46.3,Efeitos Adversos de Desoxibarbitúricos
Y46.4,Efeitos Adversos de Iminostilbenos
Y46.5,Efeitos Adversos do Ácido Valpróico
Y46.6,Efeitos Adversos de Outros Anticonvulsivantes (antiepilépticos) e os Não Especificados
Y46.7,Efeitos Adversos de Drogas Antiparkinsonianas
Y46.8,Efeitos Adversos de Substâncias Miorrelaxantes (anti-espásticas)
Y47,"Efeitos Adversos de Sedativos, Hipnóticos e Tranquilizantes (ansiolíticos)"
Y47.0,"Efeitos Adversos de Barbitúricos, Não Classificados em Outra Parte"
Y47.1,Efeitos Adversos de Benzodiazepínicos
Y47.2,Efeitos Adversos de Derivados do Cloral
Y47.3,Efeitos Adversos de Paraldeído
Y47.4,Efeitos Adversos de Compostos de Bromo
Y47.5,Efeitos Adversos de Sedativos e Hipnóticos em Associações Não Classificados em Outra Parte
Y47.8,"Efeitos Adversos de Outros Sedativos, Hipnóticos e Tranquilizantes (ansiolíticos)"
Y47.9,"Efeitos Adversos de Sedativos, Hipnóticos e Tranquilizantes (ansiolíticos), Não Especificados"
Y48,Efeitos Adversos de Anestésicos e Gases Terapêuticos
Y48.0,Efeitos Adversos de Anestésicos Por Inalação
Y48.1,Efeitos Adversos de Anestésicos Por Via Parenteral
Y48.2,Efeitos Adversos de Outros Anestésicos Gerais e os Não Especificados
Y48.3,Efeitos Adversos de Anestésicos Locais
Y48.4,"Efeitos Adversos de Anestésico, Não Especificado"
Y48.5,Efeitos Adversos de Gases Terapêuticos
Y49,"Efeitos Adversos de Substâncias Psicotrópicas, Não Classificadas em Outra Parte"
Y49.0,Efeitos Adversos de Antidepressivos Triciclos e Tetracíclicos
Y49.1,Efeitos Adversos de Antidepressivos Inibidores da Mono-amino-oxidase
Y49.2,Efeitos Adversos de Outros Antidepressivos e os Não Especificados
Y49.3,Efeitos Adversos de Antipsicóticos e Neurolépticos Fenotiazínicos
Y49.4,Efeitos Adversos de Neurolépticos a Base da Butirofenona e do Tioxanteno
Y49.5,Efeitos Adversos de Outros Antipsicóticos e Neurolépticos
Y49.6,Efeitos Adversos de Psicodislépticos (alucinógenos)
